0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
 Sounds interesting. I'll check those out. Thank you.| Hey I heard you're looking for movies what kind of recommendation would you like? I enjoy movies with a lot of action.| Have you seen [ITEM] this movie is action packed to the max. I can't wait to get to see [ITEM]| Yes I have seen Deadpool and you are right, its great. I'm also waiting on the second one| Do you like Mark Wahlberg? He's in a great movie called [ITEM] , this movie is full of action and suspense. Edge of my seat the whole time.| Really? Yes I have heard of him but not that movie. I'll have to check it out.| Do you have any other suggestions? Oh for sure, it is a great movie and Mark Wahlberg is a stud. Have you ever seen [ITEM] ?| Missed that one as well.| Oh you gotta into it. It's a great movie.| I will do that. Did he ever do fantasy type movies? I'm into those as well| I'm not sure, I would have to look into that. There is one he is in called [ITEM] Kind of crazy scary movie.|||||||||||||||||
 Bye.| Hey I heard you're looking for movies what kind of recommendation would you like? I enjoy movies with a lot of action.| Have you seen [ITEM] this movie is action packed to the max. I can't wait to get to see [ITEM]| Yes I have seen Deadpool and you are right, its great. I'm also waiting on the second one| Do you like Mark Wahlberg? He's in a great movie called [ITEM] , this movie is full of action and suspense. Edge of my seat the whole time.| Really? Yes I have heard of him but not that movie. I'll have to check it out.| Do you have any other suggestions? Oh for sure, it is a great movie and Mark Wahlberg is a stud. Have you ever seen [ITEM] ?| Missed that one as well.| Oh you gotta into it. It's a great movie.| I will do that. Did he ever do fantasy type movies? I'm into those as well| I'm not sure, I would have to look into that. There is one he is in called [ITEM] Kind of crazy scary movie.| Sounds interesting. I'll check those out. Thank you.| Thank you, good bye.|||||||||||||||
 I love all kinds of movies Horror like [ITEM] comedies like [ITEM] and romances like [ITEM]| Hello I am looking for some movies to watch can you recommend anything to me? Yes, what types of movies are you interested in?||||||||||||||||||||||||||
 I have seen that movie and it is definitely hilarious. I have yet to watch the next one though, [ITEM]| Hello I am looking for some movies to watch can you recommend anything to me? Yes, what types of movies are you interested in?| I love all kinds of movies Horror like [ITEM] comedies like [ITEM] and romances like [ITEM]| Have you seen [ITEM] ? I thought that was a pretty funny movie||||||||||||||||||||||||
 I have not seen that but I will have to look in to it for sure.| Hello I am looking for some movies to watch can you recommend anything to me? Yes, what types of movies are you interested in?| I love all kinds of movies Horror like [ITEM] comedies like [ITEM] and romances like [ITEM]| Have you seen [ITEM] ? I thought that was a pretty funny movie| I have seen that movie and it is definitely hilarious. I have yet to watch the next one though, [ITEM]| That movie is also pretty good! I would also recommend watching [ITEM] for romance, it is a very sweet and emotional movie. It is in an animated style.||||||||||||||||||||||
 You too, Good bye.| Hello I am looking for some movies to watch can you recommend anything to me? Yes, what types of movies are you interested in?| I love all kinds of movies Horror like [ITEM] comedies like [ITEM] and romances like [ITEM]| Have you seen [ITEM] ? I thought that was a pretty funny movie| I have seen that movie and it is definitely hilarious. I have yet to watch the next one though, [ITEM]| That movie is also pretty good! I would also recommend watching [ITEM] for romance, it is a very sweet and emotional movie. It is in an animated style.| I have not seen that but I will have to look in to it for sure.| Well I think these are some great suggestions. I'm glad you like them. Hope you have a great day!||||||||||||||||||||
 Can you give me some movie titles| Hello hi||||||||||||||||||||||||||
 the rise Scarface i really like [ITEM] And [ITEM]| Hello hi| Can you give me some movie titles| Dark night||||||||||||||||||||||||
 Yes i really like crime movies something like [ITEM] Or [ITEM]| Hello hi| Can you give me some movie titles| Dark night| the rise Scarface i really like [ITEM] And [ITEM]| Likewise, Alpacino is great.||||||||||||||||||||||
 Samuel Jackson made the movie great ! yes i have that wallet he had| Hello hi| Can you give me some movie titles| Dark night| the rise Scarface i really like [ITEM] And [ITEM]| Likewise, Alpacino is great.| Yes i really like crime movies something like [ITEM] Or [ITEM]| Tarantino is really great Yeah those are the best, especially Pulp fiction.||||||||||||||||||||
 I really like [ITEM] Or [ITEM]| Hello Can you reccoment a movie Yes, Avengers is good||||||||||||||||||||||||||
 I love Napoleon dynamite Ok i will see it| Hello Can you reccoment a movie Yes, Avengers is good| I really like [ITEM] Or [ITEM]| I really dont like superheroes can you reccomend something else something like [ITEM] or [ITEM] Also [ITEM] is really good morgan freeman did the role grat! yeah those are great movies||||||||||||||||||||||||
 It really portrays how the majority of america really is Something like the [ITEM] Or [ITEM]| Hey Hi| Can you give me a movie recommendation I like the movie Get out|||||||||||||||||||||||||
 it portrays black people as an indagerous species and i dont beleve in that| Hey Hi| Can you give me a movie recommendation I like the movie Get out| It really portrays how the majority of america really is Something like the [ITEM] Or [ITEM]| I dont like the movie get out Ohh ok and I wonder why|||||||||||||||||||||||
 whats that ? So something like [ITEM] Or [ITEM]| Hey Hi| Can you give me a movie recommendation I like the movie Get out| It really portrays how the majority of america really is Something like the [ITEM] Or [ITEM]| I dont like the movie get out Ohh ok and I wonder why| it portrays black people as an indagerous species and i dont beleve in that| Where i live thats not the case :D indagerous&gt;|||||||||||||||||||||
 it was nice talking to you , good bye i meant endangered :D| Hey Hi| Can you give me a movie recommendation I like the movie Get out| It really portrays how the majority of america really is Something like the [ITEM] Or [ITEM]| I dont like the movie get out Ohh ok and I wonder why| it portrays black people as an indagerous species and i dont beleve in that| Where i live thats not the case :D indagerous&gt;| whats that ? So something like [ITEM] Or [ITEM]| mmhm|||||||||||||||||||
 Omg| Hey Hi| Can you give me a movie recommendation I like the movie Get out| It really portrays how the majority of america really is Something like the [ITEM] Or [ITEM]| I dont like the movie get out Ohh ok and I wonder why| it portrays black people as an indagerous species and i dont beleve in that| Where i live thats not the case :D indagerous&gt;| whats that ? So something like [ITEM] Or [ITEM]| mmhm| it was nice talking to you , good bye i meant endangered :D| Hey , you guys are always bothering us , so you might as well|||||||||||||||||
 I hope you all well| Hey Hi| Can you give me a movie recommendation I like the movie Get out| It really portrays how the majority of america really is Something like the [ITEM] Or [ITEM]| I dont like the movie get out Ohh ok and I wonder why| it portrays black people as an indagerous species and i dont beleve in that| Where i live thats not the case :D indagerous&gt;| whats that ? So something like [ITEM] Or [ITEM]| mmhm| it was nice talking to you , good bye i meant endangered :D| Hey , you guys are always bothering us , so you might as well| Omg| sorry if i offended you with my opinions man Not at all,|||||||||||||||
 bye! Thanks for you recommendation!| Hey Hi| Can you give me a movie recommendation I like the movie Get out| It really portrays how the majority of america really is Something like the [ITEM] Or [ITEM]| I dont like the movie get out Ohh ok and I wonder why| it portrays black people as an indagerous species and i dont beleve in that| Where i live thats not the case :D indagerous&gt;| whats that ? So something like [ITEM] Or [ITEM]| mmhm| it was nice talking to you , good bye i meant endangered :D| Hey , you guys are always bothering us , so you might as well| Omg| sorry if i offended you with my opinions man Not at all,| I hope you all well| Same here|||||||||||||
 Have you seen [ITEM] I really like [ITEM] .| Hi! How are you? I really like murder mysteries. Can you help me find one? Great, how are you?||||||||||||||||||||||||||
 Cool I will have to watch it. We should keep giving each other suggestions later on. :)| Hi! How are you? I really like murder mysteries. Can you help me find one? Great, how are you?| Have you seen [ITEM] I really like [ITEM] .| No I have not. Is it good? I like [ITEM] a lot too. It's awesome. Its a really funny murder mystery with Val Kilmer and RDJ||||||||||||||||||||||||
 It's been nice chatting with you.| Hi! How are you? I really like murder mysteries. Can you help me find one? Great, how are you?| Have you seen [ITEM] I really like [ITEM] .| No I have not. Is it good? I like [ITEM] a lot too. It's awesome. Its a really funny murder mystery with Val Kilmer and RDJ| Cool I will have to watch it. We should keep giving each other suggestions later on. :)| I also like [ITEM] . For sure.||||||||||||||||||||||
